epoch,accuracy,precision,recall,f1,cost
1,0.529652,0.529652,1,0.692513,0.693153
2,0.529652,0.529652,1,0.692513,0.690803
3,0.529652,0.529652,1,0.692513,0.689529
4,0.529652,0.529652,1,0.692513,0.688376
5,0.53272,0.531346,0.99807,0.693494,0.687264
6,0.543967,0.537578,0.994209,0.697832,0.686183
7,0.559305,0.546524,0.986486,0.703372,0.685135
8,0.57771,0.557629,0.980695,0.710987,0.684115
9,0.59407,0.568362,0.971042,0.717035,0.683125
10,0.597137,0.571759,0.953668,0.714906,0.682162
11,0.601227,0.575294,0.944015,0.714912,0.681226
12,0.599182,0.575359,0.928571,0.710487,0.680316
13,0.603272,0.578692,0.92278,0.711309,0.67943
14,0.609407,0.584577,0.907336,0.711044,0.678569
15,0.611452,0.587342,0.895753,0.70948,0.67773
16,0.611452,0.588689,0.88417,0.70679,0.676914
17,0.610429,0.589077,0.874517,0.703963,0.676121
18,0.616564,0.594452,0.868726,0.705882,0.675346
19,0.616564,0.595716,0.859073,0.703557,0.674593
20,0.615542,0.59543,0.855212,0.70206,0.673859
21,0.617587,0.597561,0.851351,0.702229,0.673144
22,0.621677,0.60137,0.84749,0.703526,0.672446
23,0.617587,0.600279,0.832046,0.697411,0.671765
24,0.618609,0.601399,0.830116,0.697486,0.671102
25,0.617587,0.601408,0.824324,0.69544,0.670455
26,0.618609,0.602837,0.820463,0.695012,0.669824
27,0.618609,0.604017,0.812741,0.693004,0.669207
28,0.621677,0.606628,0.812741,0.694719,0.668605
29,0.619632,0.606105,0.805019,0.691542,0.668017
30,0.620654,0.608567,0.795367,0.68954,0.667443
31,0.619632,0.608955,0.787645,0.686869,0.666882
32,0.616564,0.607843,0.777992,0.682472,0.666333
33,0.616564,0.608498,0.774131,0.681393,0.665798
34,0.613497,0.607034,0.766409,0.677474,0.665273
35,0.615542,0.608896,0.766409,0.678632,0.664761
36,0.615542,0.609568,0.762548,0.67753,0.664259
37,0.614519,0.609642,0.756757,0.67528,0.663768
38,0.612474,0.608764,0.750965,0.672429,0.663288
39,0.613497,0.609718,0.750965,0.67301,0.662816
40,0.614519,0.610675,0.750965,0.673593,0.662356
41,0.613497,0.610063,0.749035,0.672444,0.661904
42,0.611452,0.608833,0.745174,0.670139,0.661463
43,0.612474,0.610143,0.743243,0.670148,0.661029
44,0.612474,0.610493,0.741313,0.669573,0.660603
45,0.612474,0.610845,0.739382,0.668996,0.660186
46,0.611452,0.610224,0.737452,0.667832,0.659778
47,0.611452,0.610224,0.737452,0.667832,0.659376
48,0.612474,0.6112,0.737452,0.668416,0.658982
49,0.613497,0.61254,0.735521,0.668421,0.658596
50,0.613497,0.61254,0.735521,0.668421,0.658217
51,0.612474,0.611916,0.733591,0.667252,0.657845
52,0.613497,0.612903,0.733591,0.667838,0.657478
53,0.614519,0.613893,0.733591,0.668426,0.657119
54,0.613497,0.613269,0.73166,0.667254,0.656765
55,0.613497,0.613269,0.73166,0.667254,0.656418
56,0.613497,0.613636,0.72973,0.666667,0.656077
57,0.615542,0.615635,0.72973,0.667845,0.655741
58,0.616564,0.617021,0.727799,0.667848,0.655411
59,0.617587,0.618033,0.727799,0.66844,0.655086
60,0.618609,0.61944,0.725869,0.668444,0.654766
61,0.619632,0.620462,0.725869,0.669039,0.654452
62,0.619632,0.620462,0.725869,0.669039,0.654142
63,0.620654,0.621488,0.725869,0.669635,0.653836
64,0.622699,0.623549,0.725869,0.67083,0.653536
65,0.621677,0.622924,0.723938,0.669643,0.65324
66,0.622699,0.623549,0.725869,0.67083,0.652948
67,0.623722,0.625,0.723938,0.670841,0.652661
68,0.622699,0.624374,0.722008,0.669651,0.652378
69,0.620654,0.623116,0.718147,0.667265,0.652099
70,0.620654,0.623529,0.716216,0.666667,0.651824
71,0.621677,0.624579,0.716216,0.667266,0.651552
72,0.621677,0.624579,0.716216,0.667266,0.651285
73,0.622699,0.625632,0.716216,0.667867,0.65102
74,0.621677,0.624579,0.716216,0.667266,0.650759
75,0.621677,0.624579,0.716216,0.667266,0.650502
76,0.621677,0.624579,0.716216,0.667266,0.650248
77,0.621677,0.624579,0.716216,0.667266,0.649998
78,0.621677,0.624579,0.716216,0.667266,0.64975
79,0.622699,0.625632,0.716216,0.667867,0.649505
80,0.622699,0.625632,0.716216,0.667867,0.649264
81,0.627812,0.630952,0.716216,0.670886,0.649025
82,0.627812,0.630952,0.716216,0.670886,0.64879
83,0.626789,0.630769,0.712355,0.669084,0.648556
84,0.627812,0.631849,0.712355,0.669692,0.648325
85,0.627812,0.631849,0.712355,0.669692,0.648098
86,0.627812,0.631849,0.712355,0.669692,0.647873
87,0.628834,0.632933,0.712355,0.6703,0.647651
88,0.628834,0.632933,0.712355,0.6703,0.64743
89,0.628834,0.632933,0.712355,0.6703,0.647213
90,0.629857,0.634021,0.712355,0.670909,0.646997
91,0.629857,0.634021,0.712355,0.670909,0.646784
92,0.629857,0.634483,0.710425,0.67031,0.646573
93,0.629857,0.634483,0.710425,0.67031,0.646365
94,0.630879,0.635579,0.710425,0.670921,0.646158
95,0.630879,0.635579,0.710425,0.670921,0.645954
96,0.630879,0.635579,0.710425,0.670921,0.645751
97,0.630879,0.635579,0.710425,0.670921,0.645551
98,0.631902,0.636678,0.710425,0.671533,0.645352
99,0.631902,0.636678,0.710425,0.671533,0.645156
100,0.631902,0.636678,0.710425,0.671533,0.644961
101,0.631902,0.636678,0.710425,0.671533,0.644768
102,0.631902,0.636678,0.710425,0.671533,0.644577
103,0.632924,0.637782,0.710425,0.672146,0.644387
104,0.632924,0.637782,0.710425,0.672146,0.6442
105,0.632924,0.637782,0.710425,0.672146,0.644014
106,0.632924,0.637782,0.710425,0.672146,0.643829
107,0.632924,0.637782,0.710425,0.672146,0.643646
108,0.632924,0.637782,0.710425,0.672146,0.643465
109,0.635992,0.641115,0.710425,0.673993,0.643286
110,0.634969,0.64,0.710425,0.673376,0.643107
111,0.634969,0.64,0.710425,0.673376,0.642931
112,0.635992,0.640625,0.712355,0.674589,0.642755
113,0.637014,0.641739,0.712355,0.675206,0.642582
114,0.637014,0.641739,0.712355,0.675206,0.642409
115,0.637014,0.641739,0.712355,0.675206,0.642238
116,0.637014,0.641739,0.712355,0.675206,0.642069
117,0.637014,0.641739,0.712355,0.675206,0.6419
118,0.637014,0.641739,0.712355,0.675206,0.641733
119,0.637014,0.641739,0.712355,0.675206,0.641568
120,0.637014,0.641739,0.712355,0.675206,0.641402
121,0.638037,0.642857,0.712355,0.675824,0.641239
122,0.637014,0.642234,0.710425,0.67461,0.641077
123,0.638037,0.643357,0.710425,0.675229,0.640916
124,0.638037,0.643357,0.710425,0.675229,0.640755
125,0.638037,0.643357,0.710425,0.675229,0.640597
126,0.637014,0.642234,0.710425,0.67461,0.640439
127,0.638037,0.643357,0.710425,0.675229,0.640283
128,0.639059,0.644483,0.710425,0.675849,0.640128
129,0.639059,0.644483,0.710425,0.675849,0.639973
130,0.639059,0.644483,0.710425,0.675849,0.639819
131,0.640082,0.645105,0.712355,0.677064,0.639667
132,0.640082,0.645105,0.712355,0.677064,0.639516
133,0.640082,0.645105,0.712355,0.677064,0.639366
134,0.641104,0.646235,0.712355,0.677686,0.639216
