epoch,accuracy,precision,recall,f1,cost
1,0.661381,0.669885,0.829688,0.741271,0.62114
2,0.661381,0.669885,0.829688,0.741271,0.621128
3,0.661381,0.669885,0.829688,0.741271,0.621118
4,0.661381,0.669885,0.829688,0.741271,0.621108
5,0.661381,0.669885,0.829688,0.741271,0.621097
6,0.661381,0.669885,0.829688,0.741271,0.621087
7,0.661381,0.669885,0.829688,0.741271,0.621076
8,0.661381,0.669885,0.829688,0.741271,0.621065
9,0.661381,0.669885,0.829688,0.741271,0.621055
10,0.661381,0.669885,0.829688,0.741271,0.621045
11,0.661381,0.669925,0.829542,0.741238,0.621034
12,0.661296,0.669846,0.829542,0.741189,0.621023
13,0.661211,0.670007,0.828667,0.740939,0.621013
14,0.661296,0.670046,0.828813,0.741021,0.621003
15,0.661381,0.670085,0.828959,0.741103,0.620992
16,0.661381,0.670085,0.828959,0.741103,0.620982
17,0.661466,0.670124,0.829105,0.741185,0.620971
18,0.661466,0.670124,0.829105,0.741185,0.620961
19,0.661466,0.670124,0.829105,0.741185,0.62095
20,0.661466,0.670124,0.829105,0.741185,0.62094
21,0.661552,0.670163,0.829251,0.741267,0.62093
22,0.661552,0.670163,0.829251,0.741267,0.620919
23,0.661552,0.670163,0.829251,0.741267,0.620908
24,0.661552,0.670163,0.829251,0.741267,0.620898
25,0.661552,0.670163,0.829251,0.741267,0.620888
26,0.661552,0.670163,0.829251,0.741267,0.620877
27,0.661552,0.670163,0.829251,0.741267,0.620866
28,0.661466,0.670084,0.829251,0.741219,0.620856
29,0.661466,0.670084,0.829251,0.741219,0.620846
30,0.661466,0.670084,0.829251,0.741219,0.620836
31,0.661466,0.670084,0.829251,0.741219,0.620824
32,0.661211,0.669967,0.828813,0.740973,0.620814
33,0.661211,0.669967,0.828813,0.740973,0.620804
34,0.661211,0.669967,0.828813,0.740973,0.620794
35,0.661296,0.670006,0.828959,0.741055,0.620784
36,0.661296,0.670006,0.828959,0.741055,0.620772
37,0.661296,0.670006,0.828959,0.741055,0.620762
38,0.661381,0.670085,0.828959,0.741103,0.620752
39,0.661466,0.670284,0.828521,0.74105,0.620741
40,0.661466,0.670284,0.828521,0.74105,0.620731
41,0.661466,0.670284,0.828521,0.74105,0.620721
42,0.661466,0.670284,0.828521,0.74105,0.620711
43,0.661552,0.670404,0.828376,0.741064,0.6207
44,0.661552,0.670404,0.828376,0.741064,0.62069
45,0.661466,0.670365,0.82823,0.740982,0.62068
46,0.661466,0.670365,0.82823,0.740982,0.620669
47,0.661466,0.670365,0.82823,0.740982,0.620659
48,0.661466,0.670365,0.82823,0.740982,0.620649
49,0.661637,0.670442,0.828521,0.741147,0.620638
50,0.661722,0.670481,0.828667,0.741229,0.620628
51,0.661722,0.670481,0.828667,0.741229,0.620617
52,0.661722,0.670481,0.828667,0.741229,0.620607
53,0.661722,0.670481,0.828667,0.741229,0.620596
54,0.661807,0.67056,0.828667,0.741277,0.620587
55,0.661893,0.67064,0.828667,0.741325,0.620576
56,0.661807,0.670601,0.828521,0.741243,0.620566
57,0.661807,0.670601,0.828521,0.741243,0.620556
58,0.661807,0.670601,0.828521,0.741243,0.620545
59,0.661807,0.670601,0.828521,0.741243,0.620535
60,0.661807,0.670601,0.828521,0.741243,0.620525
61,0.661807,0.670601,0.828521,0.741243,0.620515
62,0.661807,0.670601,0.828521,0.741243,0.620504
63,0.661807,0.670601,0.828521,0.741243,0.620494
64,0.661807,0.670601,0.828521,0.741243,0.620483
65,0.661807,0.670601,0.828521,0.741243,0.620473
66,0.661807,0.670601,0.828521,0.741243,0.620463
67,0.661807,0.670601,0.828521,0.741243,0.620453
68,0.661807,0.670601,0.828521,0.741243,0.620443
69,0.661807,0.670601,0.828521,0.741243,0.620433
70,0.661893,0.67068,0.828521,0.741292,0.620422
71,0.661893,0.67068,0.828521,0.741292,0.620412
72,0.661893,0.67068,0.828521,0.741292,0.620402
73,0.661893,0.67068,0.828521,0.741292,0.620392
74,0.661807,0.670641,0.828376,0.741209,0.620381
75,0.662063,0.670879,0.828376,0.741355,0.620372
