epoch,accuracy,precision,recall,f1,cost
1,0.50624,0.50624,1,0.67219,0.69319
2,0.50624,0.50624,1,0.67219,0.692273
3,0.507105,0.506678,1,0.672577,0.691792
4,0.507105,0.506678,1,0.672577,0.691475
5,0.507476,0.506866,1,0.672742,0.691224
6,0.507352,0.506804,1,0.672687,0.691005
7,0.509082,0.507688,0.999268,0.6733,0.690799
8,0.509453,0.507877,0.999268,0.673466,0.690605
9,0.5118,0.509095,0.997315,0.674091,0.690416
10,0.512418,0.509427,0.995851,0.674046,0.69023
11,0.51316,0.509853,0.991457,0.673408,0.690053
